instance,config,struct,seed,edge_weight,current,best_batch,best,best_plus_negative_edge_weight,epochs_since_restart,current_temp,runtime_ms,chunks,algorithm,n_per_int,m_frac,p,true_disagreement,accuracy
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_1.0_disagreement_0.json, config_gaia_chunks_10.json, intervals8.json,1,7989,481,475,475,-4731,50,0.0,289,10,gaia,100.0,0.025031289111389236,1.0,0.0,0.12625
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.7_disagreement_966.json, config_venus_chunks_10.json, intervals8.json,1,3196,322,312,312,-1497,50,7.903222865e-07,430,10,venus,100.0,0.01,0.7,966.0,0.15625
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.9_disagreement_326.json, config_gaia_chunks_100.json, intervals8.json,1,3196,245,244,244,-1768,50,0.0,413,100,gaia,100.0,0.01,0.9,326.0,0.16
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_0.9_disagreement_837.json, config_gaia_chunks_10.json, intervals8.json,1,7989,946,936,936,-4017,50,0.0,326,10,gaia,100.0,0.025031289111389236,0.9,837.0,0.13375
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.6_disagreement_1276.json, config_venus_chunks_10.json, intervals8.json,1,3196,346,336,336,-1385,50,3.511841022e-07,462,10,venus,100.0,0.01,0.6,1276.0,0.15
synthetic_graph_n-per-int_100_m-frac_0.01_p_1.0_disagreement_0.json, config_venus_chunks_10.json, intervals8.json,1,3196,95,85,85,-2018,50,1.18560199e-06,469,10,venus,100.0,0.01,1.0,0.0,0.1725
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.5_disagreement_1572.json, config_gaia_chunks_100.json, intervals8.json,1,3196,378,376,376,-1251,50,0.0,573,100,gaia,100.0,0.01,0.5,1572.0,0.125
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.9_disagreement_326.json, config_gaia_chunks_10.json, intervals8.json,1,3196,197,193,193,-1816,50,0.0,525,10,gaia,100.0,0.01,0.9,326.0,0.21375
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.5_disagreement_1572.json, config_venus_chunks_10.json, intervals8.json,1,3196,364,346,346,-1265,50,8.007823e-10,576,10,venus,100.0,0.01,0.5,1572.0,0.13375
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_1.0_disagreement_0.json, config_venus_chunks_100.json, intervals8.json,1,7989,0,0,0,-5212,50,0.0039503241437609,426,100,venus,100.0,0.025031289111389236,1.0,0.0,0.98
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_1.0_disagreement_0.json, config_venus_chunks_10.json, intervals8.json,1,7989,4,0,0,-5208,50,0.002633286074231,433,10,venus,100.0,0.025031289111389236,1.0,0.0,0.985
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.8_disagreement_640.json, config_venus_chunks_10.json, intervals8.json,1,3196,286,276,276,-1643,50,6.0839822e-09,557,10,venus,100.0,0.01,0.8,640.0,0.16125
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_0.9_disagreement_837.json, config_venus_chunks_100.json, intervals8.json,1,7989,803,801,801,-4160,50,0.0017553484970824,460,100,venus,100.0,0.025031289111389236,0.9,837.0,0.90125
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.8_disagreement_640.json, config_gaia_chunks_100.json, intervals8.json,1,3196,278,274,274,-1651,50,0.0,583,100,gaia,100.0,0.01,0.8,640.0,0.16125
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_0.6_disagreement_3239.json, config_gaia_chunks_100.json, intervals8.json,1,7989,1938,1935,1935,-2269,50,0.0,545,100,gaia,100.0,0.025031289111389236,0.6,3239.0,0.14375
synthetic_graph_n-per-int_100_m-frac_0.01_p_1.0_disagreement_0.json, config_gaia_chunks_10.json, intervals8.json,1,3196,10,6,6,-2103,50,0.0,633,10,gaia,100.0,0.01,1.0,0.0,0.76125
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_0.9_disagreement_837.json, config_venus_chunks_10.json, intervals8.json,1,7989,1046,1036,1036,-3917,50,0.002633286074231,551,10,venus,100.0,0.025031289111389236,0.9,837.0,0.30625
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.6_disagreement_1276.json, config_venus_chunks_100.json, intervals8.json,1,3196,329,327,327,-1402,50,1.2171e-12,697,100,venus,100.0,0.01,0.6,1276.0,0.1375
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_0.6_disagreement_3239.json, config_gaia_chunks_10.json, intervals8.json,1,7989,1901,1888,1888,-2306,50,0.0,620,10,gaia,100.0,0.025031289111389236,0.6,3239.0,0.1325
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_0.6_disagreement_3239.json, config_venus_chunks_10.json, intervals8.json,1,7989,1863,1854,1854,-2344,50,6.84361904708e-05,617,10,venus,100.0,0.025031289111389236,0.6,3239.0,0.1475
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.9_disagreement_326.json, config_venus_chunks_10.json, intervals8.json,1,3196,194,193,193,-1819,50,2.371976e-10,667,10,venus,100.0,0.01,0.9,326.0,0.29375
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.7_disagreement_966.json, config_venus_chunks_100.json, intervals8.json,1,3196,312,310,310,-1507,50,2.403e-13,710,100,venus,100.0,0.01,0.7,966.0,0.1375
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_0.7_disagreement_2469.json, config_gaia_chunks_100.json, intervals8.json,1,7989,1827,1827,1827,-2612,50,0.0,693,100,gaia,100.0,0.025031289111389236,0.7,2469.0,0.13875
synthetic_graph_n-per-int_100_m-frac_0.01_p_1.0_disagreement_0.json, config_venus_chunks_100.json, intervals8.json,1,3196,83,80,80,-2030,50,4.1092e-12,736,100,venus,100.0,0.01,1.0,0.0,0.19125
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_0.7_disagreement_2469.json, config_gaia_chunks_10.json, intervals8.json,1,7989,1830,1808,1808,-2609,50,0.0,693,10,gaia,100.0,0.025031289111389236,0.7,2469.0,0.155
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.7_disagreement_966.json, config_gaia_chunks_100.json, intervals8.json,1,3196,315,313,313,-1504,50,0.0,799,100,gaia,100.0,0.01,0.7,966.0,0.13625
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_0.7_disagreement_2469.json, config_venus_chunks_10.json, intervals8.json,1,7989,1817,1805,1805,-2622,50,9.0076680452e-06,703,10,venus,100.0,0.025031289111389236,0.7,2469.0,0.1725
synthetic_graph_n-per-int_100_m-frac_0.1_p_0.8_disagreement_6424.json, config_gaia_chunks_100.json, intervals8.json,1,32216,6946,6946,6946,-12099,50,0.0,595,100,gaia,100.0,0.1,0.8,6424.0,0.16375
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_0.6_disagreement_3239.json, config_venus_chunks_100.json, intervals8.json,1,7989,1864,1864,1864,-2343,50,3.511841022e-07,761,100,venus,100.0,0.025031289111389236,0.6,3239.0,0.14375
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_0.8_disagreement_1659.json, config_gaia_chunks_10.json, intervals8.json,1,7989,1602,1581,1581,-3069,50,0.0,759,10,gaia,100.0,0.025031289111389236,0.8,1659.0,0.1575
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_0.5_disagreement_4038.json, config_venus_chunks_100.json, intervals8.json,1,7989,1944,1940,1940,-2028,50,1.36916983e-08,868,100,venus,100.0,0.025031289111389236,0.5,4038.0,0.125
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.9_disagreement_326.json, config_venus_chunks_100.json, intervals8.json,1,3196,205,202,202,-1808,50,0.0,985,100,venus,100.0,0.01,0.9,326.0,0.13375
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_0.8_disagreement_1659.json, config_venus_chunks_100.json, intervals8.json,1,7989,1579,1577,1577,-3092,50,6.0839822e-09,913,100,venus,100.0,0.025031289111389236,0.8,1659.0,0.295
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_0.5_disagreement_4038.json, config_gaia_chunks_100.json, intervals8.json,1,7989,1968,1967,1967,-2004,50,0.0,1040,100,gaia,100.0,0.025031289111389236,0.5,4038.0,0.1325
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_0.5_disagreement_4038.json, config_gaia_chunks_10.json, intervals8.json,1,7989,1938,1931,1931,-2034,50,0.0,1132,10,gaia,100.0,0.025031289111389236,0.5,4038.0,0.1275
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_0.8_disagreement_1659.json, config_gaia_chunks_100.json, intervals8.json,1,7989,1679,1677,1677,-2992,50,0.0,1099,100,gaia,100.0,0.025031289111389236,0.8,1659.0,0.19125
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_0.8_disagreement_1659.json, config_venus_chunks_10.json, intervals8.json,1,7989,1545,1540,1540,-3126,50,8.007823e-10,1109,10,venus,100.0,0.025031289111389236,0.8,1659.0,0.14875
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_0.7_disagreement_2469.json, config_venus_chunks_100.json, intervals8.json,1,7989,1821,1819,1819,-2618,50,6.1645e-12,1130,100,venus,100.0,0.025031289111389236,0.7,2469.0,0.1575
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_0.5_disagreement_4038.json, config_venus_chunks_10.json, intervals8.json,1,7989,1934,1918,1918,-2038,50,1.8259e-12,1224,10,venus,100.0,0.025031289111389236,0.5,4038.0,0.1225
synthetic_graph_n-per-int_100_m-frac_0.1_p_0.7_disagreement_9613.json, config_gaia_chunks_100.json, intervals8.json,1,32216,9476,9474,9474,-8604,50,0.0,1154,100,gaia,100.0,0.1,0.7,9613.0,0.88375
synthetic_graph_n-per-int_100_m-frac_0.1_p_0.7_disagreement_9613.json, config_gaia_chunks_10.json, intervals8.json,1,32216,9495,9478,9478,-8585,50,0.0,1276,10,gaia,100.0,0.1,0.7,9613.0,0.88875
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.5_disagreement_1572.json, config_gaia_chunks_10.json, intervals8.json,2,3196,364,355,355,-1265,50,0.0,240,10,gaia,100.0,0.01,0.5,1572.0,0.1175
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.6_disagreement_1276.json, config_gaia_chunks_100.json, intervals8.json,2,3196,363,361,361,-1368,50,0.0,236,100,gaia,100.0,0.01,0.6,1276.0,0.13875
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.6_disagreement_1276.json, config_gaia_chunks_10.json, intervals8.json,2,3196,353,337,337,-1378,50,0.0,343,10,gaia,100.0,0.01,0.6,1276.0,0.12125
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.5_disagreement_1572.json, config_venus_chunks_100.json, intervals8.json,2,3196,343,342,342,-1286,50,4.0026073785e-06,362,100,venus,100.0,0.01,0.5,1572.0,0.15125
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.5_disagreement_1572.json, config_venus_chunks_10.json, intervals8.json,2,3196,351,342,342,-1278,50,3.04100017409e-05,363,10,venus,100.0,0.01,0.5,1572.0,0.1575
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.7_disagreement_966.json, config_gaia_chunks_100.json, intervals8.json,2,3196,327,327,327,-1492,50,0.0,372,100,gaia,100.0,0.01,0.7,966.0,0.13625
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.8_disagreement_640.json, config_gaia_chunks_10.json, intervals8.json,2,3196,285,277,277,-1644,50,0.0,345,10,gaia,100.0,0.01,0.8,640.0,0.17625
synthetic_graph_n-per-int_100_m-frac_0.01_p_1.0_disagreement_0.json, config_gaia_chunks_10.json, intervals8.json,2,3196,89,75,75,-2024,50,0.0,299,10,gaia,100.0,0.01,1.0,0.0,0.30625
synthetic_graph_n-per-int_100_m-frac_0.01_p_1.0_disagreement_0.json, config_gaia_chunks_100.json, intervals8.json,2,3196,70,70,70,-2043,50,0.0,313,100,gaia,100.0,0.01,1.0,0.0,0.295
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.7_disagreement_966.json, config_gaia_chunks_10.json, intervals8.json,2,3196,332,317,317,-1487,50,0.0,388,10,gaia,100.0,0.01,0.7,966.0,0.12625
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.6_disagreement_1276.json, config_venus_chunks_100.json, intervals8.json,2,3196,331,330,330,-1400,50,7.903222865e-07,407,100,venus,100.0,0.01,0.6,1276.0,0.11
synthetic_graph_n-per-int_100_m-frac_0.01_p_1.0_disagreement_0.json, config_venus_chunks_100.json, intervals8.json,2,3196,1,0,0,-2112,50,0.0002310414483425,352,100,venus,100.0,0.01,1.0,0.0,0.7525
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.8_disagreement_640.json, config_gaia_chunks_100.json, intervals8.json,2,3196,276,276,276,-1653,50,0.0,426,100,gaia,100.0,0.01,0.8,640.0,0.17125
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.8_disagreement_640.json, config_venus_chunks_100.json, intervals8.json,2,3196,288,288,288,-1641,50,1.18560199e-06,421,100,venus,100.0,0.01,0.8,640.0,0.16375
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.5_disagreement_1572.json, config_gaia_chunks_100.json, intervals8.json,2,3196,358,355,355,-1271,50,0.0,498,100,gaia,100.0,0.01,0.5,1572.0,0.14875
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.9_disagreement_326.json, config_gaia_chunks_100.json, intervals8.json,2,3196,241,236,236,-1772,50,0.0,439,100,gaia,100.0,0.01,0.9,326.0,0.2175
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.8_disagreement_640.json, config_venus_chunks_10.json, intervals8.json,2,3196,298,284,284,-1631,50,2.340993225e-07,472,10,venus,100.0,0.01,0.8,640.0,0.14125
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.6_disagreement_1276.json, config_venus_chunks_10.json, intervals8.json,2,3196,335,326,326,-1396,50,2.340993225e-07,516,10,venus,100.0,0.01,0.6,1276.0,0.1525
synthetic_graph_n-per-int_100_m-frac_0.1_p_0.9_disagreement_3207.json, config_gaia_chunks_100.json, intervals8.json,1,32216,3204,3204,3204,-16888,50,0.0,578,100,gaia,100.0,0.1,0.9,3207.0,0.99625
synthetic_graph_n-per-int_100_m-frac_0.1_p_1.0_disagreement_0.json, config_gaia_chunks_100.json, intervals8.json,1,32216,1946,1946,1946,-19209,50,0.0,591,100,gaia,100.0,0.1,1.0,0.0,0.125
synthetic_graph_n-per-int_100_m-frac_0.01_p_1.0_disagreement_0.json, config_venus_chunks_10.json, intervals8.json,2,3196,11,4,4,-2102,50,4.0026073785e-06,462,10,venus,100.0,0.01,1.0,0.0,0.75
synthetic_graph_n-per-int_100_m-frac_0.1_p_1.0_disagreement_0.json, config_gaia_chunks_10.json, intervals8.json,1,32216,1946,1946,1946,-19209,50,0.0,618,10,gaia,100.0,0.1,1.0,0.0,0.125
synthetic_graph_n-per-int_100_m-frac_0.1_p_0.9_disagreement_3207.json, config_gaia_chunks_10.json, intervals8.json,1,32216,3204,3204,3204,-16888,50,0.0,638,10,gaia,100.0,0.1,0.9,3207.0,0.99625
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.9_disagreement_326.json, config_venus_chunks_10.json, intervals8.json,2,3196,219,208,208,-1794,50,2.7034513e-09,604,10,venus,100.0,0.01,0.9,326.0,0.14875
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.7_disagreement_966.json, config_venus_chunks_10.json, intervals8.json,2,3196,329,311,311,-1490,50,2.371976e-10,661,10,venus,100.0,0.01,0.7,966.0,0.1375
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_0.6_disagreement_3239.json, config_gaia_chunks_10.json, intervals8.json,2,7989,1922,1912,1912,-2285,50,0.0,553,10,gaia,100.0,0.025031289111389236,0.6,3239.0,0.13375
synthetic_graph_n-per-int_100_m-frac_0.1_p_0.8_disagreement_6424.json, config_gaia_chunks_10.json, intervals8.json,1,32216,6953,6946,6946,-12092,50,0.0,761,10,gaia,100.0,0.1,0.8,6424.0,0.165
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_0.5_disagreement_4038.json, config_gaia_chunks_100.json, intervals8.json,2,7989,1978,1978,1978,-1994,50,0.0,600,100,gaia,100.0,0.025031289111389236,0.5,4038.0,0.12875
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.9_disagreement_326.json, config_gaia_chunks_10.json, intervals8.json,2,3196,219,208,208,-1794,50,0.0,663,10,gaia,100.0,0.01,0.9,326.0,0.2725
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_0.7_disagreement_2469.json, config_gaia_chunks_100.json, intervals8.json,2,7989,1823,1823,1823,-2616,50,0.0,604,100,gaia,100.0,0.025031289111389236,0.7,2469.0,0.1475
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.7_disagreement_966.json, config_venus_chunks_100.json, intervals8.json,2,3196,304,298,298,-1515,50,8.113e-13,738,100,venus,100.0,0.01,0.7,966.0,0.12625
synthetic_graph_n-per-int_100_m-frac_0.1_p_0.7_disagreement_9613.json, config_venus_chunks_100.json, intervals8.json,1,32216,9474,9474,9474,-8606,50,0.0001540122294651,1888,100,venus,100.0,0.1,0.7,9613.0,0.885
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_0.5_disagreement_4038.json, config_venus_chunks_10.json, intervals8.json,2,7989,1955,1945,1945,-2017,50,1.18560199e-06,700,10,venus,100.0,0.025031289111389236,0.5,4038.0,0.1175
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_0.8_disagreement_1659.json, config_gaia_chunks_10.json, intervals8.json,2,7989,1621,1608,1608,-3050,50,0.0,653,10,gaia,100.0,0.025031289111389236,0.8,1659.0,0.25375
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.9_disagreement_326.json, config_venus_chunks_100.json, intervals8.json,2,3196,212,205,205,-1801,50,2.403e-13,772,100,venus,100.0,0.01,0.9,326.0,0.36
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_0.5_disagreement_4038.json, config_venus_chunks_100.json, intervals8.json,2,7989,1930,1929,1929,-2042,50,7.903222865e-07,745,100,venus,100.0,0.025031289111389236,0.5,4038.0,0.10875
synthetic_graph_n-per-int_100_m-frac_0.1_p_0.7_disagreement_9613.json, config_venus_chunks_10.json, intervals8.json,1,32216,9499,9478,9478,-8581,50,0.0001026645521614,1976,10,venus,100.0,0.1,0.7,9613.0,0.8825
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_0.5_disagreement_4038.json, config_gaia_chunks_10.json, intervals8.json,2,7989,1925,1924,1924,-2047,50,0.0,822,10,gaia,100.0,0.025031289111389236,0.5,4038.0,0.13125
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_0.7_disagreement_2469.json, config_gaia_chunks_10.json, intervals8.json,2,7989,1812,1803,1803,-2627,50,0.0,788,10,gaia,100.0,0.025031289111389236,0.7,2469.0,0.15125
synthetic_graph_n-per-int_100_m-frac_0.1_p_0.5_disagreement_15985.json, config_gaia_chunks_10.json, intervals8.json,1,31945,11814,11794,11794,-4072,50,0.0,2129,10,gaia,100.0,0.1,0.5,15985.0,0.14125
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_0.6_disagreement_3239.json, config_venus_chunks_100.json, intervals8.json,2,7989,1885,1884,1884,-2322,50,6.93419554e-08,881,100,venus,100.0,0.025031289111389236,0.6,3239.0,0.1375
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_0.6_disagreement_3239.json, config_venus_chunks_10.json, intervals8.json,2,7989,1851,1835,1835,-2356,50,8.007823e-10,942,10,venus,100.0,0.025031289111389236,0.6,3239.0,0.125
synthetic_graph_n-per-int_100_m-frac_0.1_p_1.0_disagreement_0.json, config_venus_chunks_100.json, intervals8.json,1,32216,0,0,0,-21155,50,0.0200065173844325,1188,100,venus,100.0,0.1,1.0,0.0,1.0
synthetic_graph_n-per-int_100_m-frac_0.1_p_0.9_disagreement_3207.json, config_venus_chunks_100.json, intervals8.json,1,32216,3204,3204,3204,-16888,50,0.0133363444884627,1222,100,venus,100.0,0.1,0.9,3207.0,0.99875
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_0.6_disagreement_3239.json, config_gaia_chunks_100.json, intervals8.json,2,7989,1904,1903,1903,-2303,50,0.0,1083,100,gaia,100.0,0.025031289111389236,0.6,3239.0,0.1325
synthetic_graph_n-per-int_100_m-frac_0.1_p_1.0_disagreement_0.json, config_venus_chunks_10.json, intervals8.json,1,32216,943,941,941,-20212,50,0.0133363444884627,1245,10,venus,100.0,0.1,1.0,0.0,0.1275
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_0.8_disagreement_1659.json, config_gaia_chunks_100.json, intervals8.json,2,7989,1626,1624,1624,-3045,50,0.0,1056,100,gaia,100.0,0.025031289111389236,0.8,1659.0,0.215
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_0.8_disagreement_1659.json, config_venus_chunks_100.json, intervals8.json,2,7989,1550,1548,1548,-3121,50,1.054001e-10,1072,100,venus,100.0,0.025031289111389236,0.8,1659.0,0.14875
synthetic_graph_n-per-int_100_m-frac_0.1_p_0.6_disagreement_12785.json, config_gaia_chunks_10.json, intervals8.json,1,32216,11597,11569,11569,-5457,50,0.0,2416,10,gaia,100.0,0.1,0.6,12785.0,0.15
synthetic_graph_n-per-int_100_m-frac_0.1_p_0.5_disagreement_15985.json, config_gaia_chunks_100.json, intervals8.json,1,31945,11856,11856,11856,-4030,50,0.0,2440,100,gaia,100.0,0.1,0.5,15985.0,0.13375
synthetic_graph_n-per-int_100_m-frac_0.1_p_0.8_disagreement_6424.json, config_venus_chunks_10.json, intervals8.json,1,32216,6407,6406,6406,-12638,50,0.0039503241437609,1405,10,venus,100.0,0.1,0.8,6424.0,0.98375
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_1.0_disagreement_0.json, config_gaia_chunks_100.json, intervals8.json,2,7989,0,0,0,-5212,50,0.0,161,100,gaia,100.0,0.025031289111389236,1.0,0.0,0.98375
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_1.0_disagreement_0.json, config_gaia_chunks_10.json, intervals8.json,2,7989,3,0,0,-5209,50,0.0,163,10,gaia,100.0,0.025031289111389236,1.0,0.0,0.97375
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_0.9_disagreement_837.json, config_gaia_chunks_10.json, intervals8.json,2,7989,811,804,804,-4152,50,0.0,202,10,gaia,100.0,0.025031289111389236,0.9,837.0,0.8875
synthetic_graph_n-per-int_100_m-frac_0.1_p_0.5_disagreement_15985.json, config_venus_chunks_10.json, intervals8.json,1,31945,11734,11722,11722,-4152,50,3.511841022e-07,2563,10,venus,100.0,0.1,0.5,15985.0,0.13125
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_0.9_disagreement_837.json, config_gaia_chunks_100.json, intervals8.json,2,7989,802,801,801,-4161,50,0.0,305,100,gaia,100.0,0.025031289111389236,0.9,837.0,0.91
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_0.7_disagreement_2469.json, config_venus_chunks_10.json, intervals8.json,2,7989,1799,1787,1787,-2640,50,2.403e-13,1342,10,venus,100.0,0.025031289111389236,0.7,2469.0,0.135
synthetic_graph_n-per-int_100_m-frac_0.1_p_0.8_disagreement_6424.json, config_venus_chunks_100.json, intervals8.json,1,32216,7336,7336,7336,-11709,50,0.0017553484970824,1597,100,venus,100.0,0.1,0.8,6424.0,0.0075
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.5_disagreement_1572.json, config_gaia_chunks_100.json, intervals8.json,3,3196,375,375,375,-1254,50,0.0,256,100,gaia,100.0,0.01,0.5,1572.0,0.12875
synthetic_graph_n-per-int_100_m-frac_0.1_p_0.6_disagreement_12785.json, config_gaia_chunks_100.json, intervals8.json,1,32216,11666,11664,11664,-5388,50,0.0,2757,100,gaia,100.0,0.1,0.6,12785.0,0.15625
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_1.0_disagreement_0.json, config_venus_chunks_100.json, intervals8.json,2,7989,0,0,0,-5212,50,0.002633286074231,423,100,venus,100.0,0.025031289111389236,1.0,0.0,0.9775
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_1.0_disagreement_0.json, config_venus_chunks_10.json, intervals8.json,2,7989,6,0,0,-5206,50,0.002633286074231,457,10,venus,100.0,0.025031289111389236,1.0,0.0,0.98625
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.6_disagreement_1276.json, config_gaia_chunks_100.json, intervals8.json,3,3196,344,342,342,-1387,50,0.0,306,100,gaia,100.0,0.01,0.6,1276.0,0.13375
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_0.9_disagreement_837.json, config_venus_chunks_10.json, intervals8.json,2,7989,810,802,802,-4153,50,0.0017553484970824,488,10,venus,100.0,0.025031289111389236,0.9,837.0,0.89875
synthetic_graph_n-per-int_100_m-frac_0.025031289111389236_p_0.7_disagreement_2469.json, config_venus_chunks_100.json, intervals8.json,2,7989,1794,1790,1790,-2645,50,4.1e-15,1548,100,venus,100.0,0.025031289111389236,0.7,2469.0,0.19125
