instance, config, struct, seed, edge_weight,current, best_batch, best,best_plus_negative_edge_weight, epochs_since_restart, current_temp, runtime_ms
synthetic_graph_n-per-int_100_m-frac_0.6_p_0.7_disagreement_57716.json, config_gaia_chunks_100.json, intervals8.json, 1, 192162, 62053, 62053, 62053, -45999, 50, 0, 7614
synthetic_graph_n-per-int_100_m-frac_0.6_p_1.0_disagreement_0.json, config_gaia_chunks_100.json, intervals8.json, 1, 191666, 11612, 11612, 11612, -114392, 50, 0, 4632
synthetic_graph_n-per-int_100_m-frac_0.6_p_1.0_disagreement_0.json, config_gaia_chunks_10.json, intervals8.json, 1, 191666, 11612, 11612, 11612, -114392, 50, 0, 4684
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.5_disagreement_32046.json, config_venus_chunks_10.json, intervals8.json, 1, 64225, 25998, 25993, 25993, -6295, 50, 0.0000000008007823410173868, 8119
synthetic_graph_n-per-int_100_m-frac_0.6_p_0.8_disagreement_38241.json, config_venus_chunks_10.json, intervals8.json, 1, 191789, 41747, 41747, 41747, -72047, 50, 0.10132351758671865, 5913
synthetic_graph_n-per-int_100_m-frac_0.6_p_0.9_disagreement_19088.json, config_venus_chunks_100.json, intervals8.json, 1, 191870, 19088, 19088, 19088, -101172, 50, 0.15200047642772074, 6033
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.6_disagreement_25624.json, config_venus_chunks_100.json, intervals8.json, 1, 64225, 25005, 25004, 25004, -9318, 50, 0.0000000005338015085221901, 8433
synthetic_graph_n-per-int_100_m-frac_0.6_p_0.6_disagreement_77086.json, config_gaia_chunks_10.json, intervals8.json, 1, 191685, 77842, 77829, 77829, -24068, 50, 0, 8475
synthetic_graph_n-per-int_100_m-frac_0.6_p_0.6_disagreement_77086.json, config_gaia_chunks_100.json, intervals8.json, 1, 191685, 77825, 77823, 77823, -24085, 50, 0, 8718
synthetic_graph_n-per-int_100_m-frac_0.6_p_0.6_disagreement_77086.json, config_venus_chunks_100.json, intervals8.json, 1, 191685, 76920, 76919, 76919, -24990, 50, 0.005926078823523769, 8923
synthetic_graph_n-per-int_100_m-frac_0.8_p_0.7_disagreement_76786.json, config_gaia_chunks_100.json, intervals8.json, 1, 255767, 82981, 82981, 82981, -61043, 50, 0, 5753
synthetic_graph_n-per-int_100_m-frac_0.6_p_0.6_disagreement_77086.json, config_venus_chunks_10.json, intervals8.json, 1, 191685, 76933, 76922, 76922, -24977, 50, 0.005926078823523769, 9020
synthetic_graph_n-per-int_100_m-frac_0.6_p_0.8_disagreement_38241.json, config_venus_chunks_100.json, intervals8.json, 1, 191789, 38241, 38241, 38241, -75553, 50, 0.06754225682330665, 7008
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.5_disagreement_32046.json, config_gaia_chunks_10.json, intervals8.json, 1, 64225, 26068, 26053, 26053, -6225, 50, 0, 9560
synthetic_graph_n-per-int_100_m-frac_0.8_p_0.6_disagreement_102163.json, config_gaia_chunks_100.json, intervals8.json, 1, 255616, 105072, 105072, 105072, -30457, 50, 0, 6180
synthetic_graph_n-per-int_100_m-frac_0.4_p_0.7_disagreement_38404.json, config_venus_chunks_10.json, intervals8.json, 1, 128270, 41153, 41143, 41143, -30905, 50, 0.000030410001740932223, 9646
synthetic_graph_n-per-int_100_m-frac_0.6_p_1.0_disagreement_0.json, config_venus_chunks_10.json, intervals8.json, 1, 191666, 0, 0, 0, -126004, 50, 0.15200047642772074, 6431
synthetic_graph_n-per-int_100_m-frac_0.6_p_0.9_disagreement_19088.json, config_gaia_chunks_10.json, intervals8.json, 1, 191870, 28616, 28616, 28616, -91644, 50, 0, 7566
synthetic_graph_n-per-int_100_m-frac_0.6_p_0.9_disagreement_19088.json, config_venus_chunks_10.json, intervals8.json, 1, 191870, 19088, 19088, 19088, -101172, 50, 0.15200047642772074, 6560
synthetic_graph_n-per-int_100_m-frac_0.6_p_1.0_disagreement_0.json, config_venus_chunks_100.json, intervals8.json, 1, 191666, 0, 0, 0, -126004, 50, 0.15200047642772074, 6593
synthetic_graph_n-per-int_100_m-frac_0.8_p_0.7_disagreement_76786.json, config_gaia_chunks_10.json, intervals8.json, 1, 255767, 82979, 82979, 82979, -61045, 50, 0, 6669
synthetic_graph_n-per-int_100_m-frac_0.4_p_0.5_disagreement_63946.json, config_gaia_chunks_100.json, intervals8.json, 1, 127886, 55741, 55739, 55739, -8298, 50, 0, 10024
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.6_disagreement_25624.json, config_venus_chunks_10.json, intervals8.json, 1, 64225, 24721, 24699, 24699, -9602, 50, 0.000000000004109258939955586, 10330
synthetic_graph_n-per-int_100_m-frac_0.6_p_0.5_disagreement_96158.json, config_gaia_chunks_10.json, intervals8.json, 1, 191961, 85758, 85722, 85722, -10253, 50, 0, 11074
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.7_disagreement_19194.json, config_gaia_chunks_100.json, intervals8.json, 2, 64225, 20602, 20602, 20602, -15617, 50, 0, 1509
synthetic_graph_n-per-int_100_m-frac_0.8_p_1.0_disagreement_0.json, config_gaia_chunks_100.json, intervals8.json, 1, 256009, 23994, 23994, 23994, -144249, 50, 0, 6872
synthetic_graph_n-per-int_100_m-frac_0.8_p_0.8_disagreement_51132.json, config_gaia_chunks_100.json, intervals8.json, 1, 256034, 70204, 70202, 70202, -82145, 50, 0, 7941
synthetic_graph_n-per-int_100_m-frac_0.4_p_0.5_disagreement_63946.json, config_venus_chunks_100.json, intervals8.json, 1, 127886, 55548, 55543, 55543, -8491, 50, 0.00000035118410222616844, 12443
synthetic_graph_n-per-int_100_m-frac_0.8_p_1.0_disagreement_0.json, config_gaia_chunks_10.json, intervals8.json, 1, 256009, 23994, 23994, 23994, -144249, 50, 0, 7218
synthetic_graph_n-per-int_100_m-frac_0.6_p_0.5_disagreement_96158.json, config_venus_chunks_100.json, intervals8.json, 1, 191961, 85608, 85607, 85607, -10403, 50, 0.00015401222946513776, 12585
synthetic_graph_n-per-int_100_m-frac_0.8_p_0.9_disagreement_25418.json, config_gaia_chunks_100.json, intervals8.json, 1, 255532, 38229, 38229, 38229, -121565, 50, 0, 7308
synthetic_graph_n-per-int_100_m-frac_0.8_p_0.6_disagreement_102163.json, config_gaia_chunks_10.json, intervals8.json, 1, 255616, 105089, 105073, 105073, -30440, 50, 0, 9392
synthetic_graph_n-per-int_100_m-frac_0.8_p_0.7_disagreement_76786.json, config_venus_chunks_100.json, intervals8.json, 1, 255767, 76786, 76786, 76786, -67238, 50, 0.06754225682330665, 9514
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.7_disagreement_19194.json, config_gaia_chunks_10.json, intervals8.json, 2, 64225, 20607, 20603, 20603, -15612, 50, 0, 1726
synthetic_graph_n-per-int_100_m-frac_0.8_p_0.8_disagreement_51132.json, config_gaia_chunks_10.json, intervals8.json, 1, 256034, 70208, 70202, 70202, -82141, 50, 0, 8999
synthetic_graph_n-per-int_100_m-frac_0.8_p_0.9_disagreement_25418.json, config_venus_chunks_10.json, intervals8.json, 1, 255532, 25418, 25418, 25418, -134376, 50, 0.15200047642772074, 7952
synthetic_graph_n-per-int_100_m-frac_0.4_p_0.5_disagreement_63946.json, config_gaia_chunks_10.json, intervals8.json, 1, 127886, 55361, 55337, 55337, -8678, 50, 0, 13751
synthetic_graph_n-per-int_100_m-frac_0.8_p_1.0_disagreement_0.json, config_venus_chunks_100.json, intervals8.json, 1, 256009, 0, 0, 0, -168243, 50, 0.22802351699328047, 7331
synthetic_graph_n-per-int_100_m-frac_0.8_p_0.9_disagreement_25418.json, config_venus_chunks_100.json, intervals8.json, 1, 255532, 25418, 25418, 25418, -134376, 50, 0.15200047642772074, 8452
synthetic_graph_n-per-int_100_m-frac_0.8_p_0.9_disagreement_25418.json, config_gaia_chunks_10.json, intervals8.json, 1, 255532, 38229, 38229, 38229, -121565, 50, 0, 8508
synthetic_graph_n-per-int_100_m-frac_0.8_p_0.7_disagreement_76786.json, config_venus_chunks_10.json, intervals8.json, 1, 255767, 76786, 76786, 76786, -67238, 50, 0.04502366839841621, 9587
synthetic_graph_n-per-int_100_m-frac_0.8_p_0.8_disagreement_51132.json, config_venus_chunks_100.json, intervals8.json, 1, 256034, 51132, 51132, 51132, -101217, 50, 0.15200047642772074, 8670
synthetic_graph_n-per-int_100_m-frac_1.0_p_0.6_disagreement_128274.json, config_gaia_chunks_100.json, intervals8.json, 1, 319600, 130131, 130131, 130131, -39757, 50, 0, 6702
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.8_disagreement_12846.json, config_gaia_chunks_100.json, intervals8.json, 2, 64087, 14853, 14853, 14853, -23177, 50, 0, 1620
synthetic_graph_n-per-int_100_m-frac_0.8_p_0.8_disagreement_51132.json, config_venus_chunks_10.json, intervals8.json, 1, 256034, 51132, 51132, 51132, -101217, 50, 0.10132351758671865, 8934
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.8_disagreement_12846.json, config_gaia_chunks_10.json, intervals8.json, 2, 64087, 14851, 14846, 14846, -23179, 50, 0, 1806
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.5_disagreement_32046.json, config_gaia_chunks_100.json, intervals8.json, 2, 64225, 26282, 26280, 26280, -6011, 50, 0, 5019
synthetic_graph_n-per-int_100_m-frac_0.2_p_1.0_disagreement_0.json, config_gaia_chunks_100.json, intervals8.json, 2, 64087, 0, 0, 0, -41986, 50, 0, 1139
synthetic_graph_n-per-int_100_m-frac_0.8_p_0.6_disagreement_102163.json, config_venus_chunks_10.json, intervals8.json, 1, 255616, 102115, 102109, 102109, -33414, 50, 0.008890007236009254, 11561
synthetic_graph_n-per-int_100_m-frac_0.8_p_1.0_disagreement_0.json, config_venus_chunks_10.json, intervals8.json, 1, 256009, 0, 0, 0, -168243, 50, 0.22802351699328047, 8486
synthetic_graph_n-per-int_100_m-frac_0.2_p_1.0_disagreement_0.json, config_gaia_chunks_10.json, intervals8.json, 2, 64087, 0, 0, 0, -41986, 50, 0, 1220
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.9_disagreement_6499.json, config_gaia_chunks_10.json, intervals8.json, 2, 64087, 8093, 8093, 8093, -31900, 50, 0, 1277
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.9_disagreement_6499.json, config_gaia_chunks_100.json, intervals8.json, 2, 64087, 8093, 8093, 8093, -31900, 50, 0, 1392
synthetic_graph_n-per-int_100_m-frac_1.0_p_0.7_disagreement_95991.json, config_gaia_chunks_10.json, intervals8.json, 1, 319600, 104072, 104070, 104070, -75695, 50, 0, 6663
synthetic_graph_n-per-int_100_m-frac_0.4_p_0.5_disagreement_63946.json, config_venus_chunks_10.json, intervals8.json, 1, 127886, 55365, 55344, 55344, -8674, 50, 0.0000000005338015085221901, 15229
synthetic_graph_n-per-int_100_m-frac_1.0_p_0.8_disagreement_64234.json, config_gaia_chunks_100.json, intervals8.json, 1, 319600, 70290, 70290, 70290, -119514, 50, 0, 6727
synthetic_graph_n-per-int_100_m-frac_1.0_p_1.0_disagreement_0.json, config_gaia_chunks_100.json, intervals8.json, 1, 319600, 20000, 20000, 20000, -190000, 50, 0, 5684
synthetic_graph_n-per-int_100_m-frac_1.0_p_0.8_disagreement_64234.json, config_gaia_chunks_10.json, intervals8.json, 1, 319600, 70290, 70290, 70290, -119514, 50, 0, 6797
synthetic_graph_n-per-int_100_m-frac_1.0_p_1.0_disagreement_0.json, config_gaia_chunks_10.json, intervals8.json, 1, 319600, 20000, 20000, 20000, -190000, 50, 0, 5831
synthetic_graph_n-per-int_100_m-frac_1.0_p_0.7_disagreement_95991.json, config_gaia_chunks_100.json, intervals8.json, 1, 319600, 104070, 104070, 104070, -75697, 50, 0, 7088
synthetic_graph_n-per-int_100_m-frac_0.8_p_0.6_disagreement_102163.json, config_venus_chunks_100.json, intervals8.json, 1, 255616, 104633, 104632, 104632, -30896, 50, 0.005926078823523769, 12364
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.6_disagreement_25624.json, config_venus_chunks_100.json, intervals8.json, 2, 64225, 24902, 24902, 24902, -9421, 50, 0.000009007668045238394, 5169
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.5_disagreement_32046.json, config_venus_chunks_100.json, intervals8.json, 2, 64225, 26090, 26090, 26090, -6203, 50, 0.000020271307160505418, 5222
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.9_disagreement_6499.json, config_venus_chunks_100.json, intervals8.json, 2, 64087, 6499, 6499, 6499, -33494, 50, 0.04502366839841621, 2397
synthetic_graph_n-per-int_100_m-frac_1.0_p_0.9_disagreement_32093.json, config_gaia_chunks_100.json, intervals8.json, 1, 319600, 47981, 47981, 47981, -151802, 50, 0, 7520
synthetic_graph_n-per-int_100_m-frac_1.0_p_0.6_disagreement_128274.json, config_gaia_chunks_10.json, intervals8.json, 1, 319600, 130132, 130131, 130131, -39756, 50, 0, 8702
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.7_disagreement_19194.json, config_venus_chunks_10.json, intervals8.json, 2, 64225, 19155, 19152, 19152, -17064, 50, 0.0011701153081551375, 3725
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.8_disagreement_12846.json, config_venus_chunks_100.json, intervals8.json, 2, 64087, 12845, 12845, 12845, -25185, 50, 0.020006517384432536, 2918
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.8_disagreement_12846.json, config_venus_chunks_10.json, intervals8.json, 2, 64087, 12846, 12845, 12845, -25184, 50, 0.020006517384432536, 2968
synthetic_graph_n-per-int_100_m-frac_0.2_p_1.0_disagreement_0.json, config_venus_chunks_100.json, intervals8.json, 2, 64087, 0, 0, 0, -41986, 50, 0.06754225682330665, 2341
synthetic_graph_n-per-int_100_m-frac_1.0_p_0.9_disagreement_32093.json, config_gaia_chunks_10.json, intervals8.json, 1, 319600, 47981, 47981, 47981, -151802, 50, 0, 7463
synthetic_graph_n-per-int_100_m-frac_0.4_p_0.7_disagreement_38404.json, config_gaia_chunks_100.json, intervals8.json, 2, 128270, 39947, 39947, 39947, -32111, 50, 0, 2250
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.6_disagreement_25624.json, config_gaia_chunks_100.json, intervals8.json, 2, 64225, 25411, 25411, 25411, -8912, 50, 0, 6646
synthetic_graph_n-per-int_100_m-frac_1.0_p_1.0_disagreement_0.json, config_venus_chunks_10.json, intervals8.json, 1, 319600, 0, 0, 0, -210000, 50, 0.22802351699328047, 7711
synthetic_graph_n-per-int_100_m-frac_0.8_p_0.5_disagreement_127702.json, config_gaia_chunks_100.json, intervals8.json, 1, 255813, 116300, 116298, 116298, -11683, 50, 0, 14362
synthetic_graph_n-per-int_100_m-frac_0.2_p_1.0_disagreement_0.json, config_venus_chunks_10.json, intervals8.json, 2, 64087, 3965, 3965, 3965, -38021, 50, 0.04502366839841621, 2926
synthetic_graph_n-per-int_100_m-frac_0.6_p_0.5_disagreement_96158.json, config_gaia_chunks_100.json, intervals8.json, 1, 191961, 85995, 85995, 85995, -10016, 50, 0, 17929
synthetic_graph_n-per-int_100_m-frac_1.0_p_1.0_disagreement_0.json, config_venus_chunks_100.json, intervals8.json, 1, 319600, 0, 0, 0, -210000, 50, 0.34206948243816454, 8544
synthetic_graph_n-per-int_100_m-frac_1.0_p_0.8_disagreement_64234.json, config_venus_chunks_10.json, intervals8.json, 1, 319600, 64234, 64234, 64234, -125570, 50, 0.15200047642772074, 9709
synthetic_graph_n-per-int_100_m-frac_0.4_p_0.9_disagreement_12851.json, config_gaia_chunks_10.json, intervals8.json, 2, 127978, 12851, 12851, 12851, -67249, 50, 0, 2684
synthetic_graph_n-per-int_100_m-frac_0.4_p_0.7_disagreement_38404.json, config_gaia_chunks_10.json, intervals8.json, 2, 128270, 39947, 39947, 39947, -32111, 50, 0, 2805
synthetic_graph_n-per-int_100_m-frac_0.4_p_0.9_disagreement_12851.json, config_gaia_chunks_100.json, intervals8.json, 2, 127978, 12851, 12851, 12851, -67249, 50, 0, 2862
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.9_disagreement_6499.json, config_venus_chunks_10.json, intervals8.json, 2, 64087, 9358, 9357, 9357, -30635, 50, 0.000045619564567855124, 5137
synthetic_graph_n-per-int_100_m-frac_0.4_p_1.0_disagreement_0.json, config_gaia_chunks_100.json, intervals8.json, 2, 127569, 7713, 7713, 7713, -76095, 50, 0, 3112
synthetic_graph_n-per-int_100_m-frac_0.4_p_1.0_disagreement_0.json, config_gaia_chunks_10.json, intervals8.json, 2, 127569, 7714, 7713, 7713, -76094, 50, 0, 3203
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.5_disagreement_32046.json, config_gaia_chunks_10.json, intervals8.json, 2, 64225, 26056, 26052, 26052, -6237, 50, 0, 8647
synthetic_graph_n-per-int_100_m-frac_1.0_p_0.7_disagreement_95991.json, config_venus_chunks_100.json, intervals8.json, 1, 319600, 95991, 95991, 95991, -83776, 50, 0.10132351758671865, 10727
synthetic_graph_n-per-int_100_m-frac_1.0_p_0.9_disagreement_32093.json, config_venus_chunks_100.json, intervals8.json, 1, 319600, 40075, 40075, 40075, -159708, 50, 0.22802351699328047, 9688
synthetic_graph_n-per-int_100_m-frac_0.4_p_0.6_disagreement_51256.json, config_gaia_chunks_10.json, intervals8.json, 2, 127886, 51371, 51348, 51348, -16750, 50, 0, 4572
synthetic_graph_n-per-int_100_m-frac_0.6_p_0.5_disagreement_96158.json, config_venus_chunks_10.json, intervals8.json, 1, 191961, 85529, 85516, 85516, -10482, 50, 0.00000002053960147583247, 19381
synthetic_graph_n-per-int_100_m-frac_0.4_p_0.8_disagreement_25751.json, config_gaia_chunks_10.json, intervals8.json, 2, 127978, 30521, 30521, 30521, -45703, 50, 0, 3761
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.6_disagreement_25624.json, config_gaia_chunks_10.json, intervals8.json, 2, 64225, 25036, 25025, 25025, -9287, 50, 0, 9071
synthetic_graph_n-per-int_100_m-frac_0.4_p_0.8_disagreement_25751.json, config_gaia_chunks_100.json, intervals8.json, 2, 127978, 30521, 30521, 30521, -45703, 50, 0, 3813
synthetic_graph_n-per-int_100_m-frac_1.0_p_0.7_disagreement_95991.json, config_venus_chunks_10.json, intervals8.json, 1, 319600, 100065, 100065, 100065, -79702, 50, 0.10132351758671865, 11157
synthetic_graph_n-per-int_100_m-frac_1.0_p_0.9_disagreement_32093.json, config_venus_chunks_10.json, intervals8.json, 1, 319600, 32093, 32093, 32093, -167690, 50, 0.22802351699328047, 10115
synthetic_graph_n-per-int_100_m-frac_1.0_p_0.8_disagreement_64234.json, config_venus_chunks_100.json, intervals8.json, 1, 319600, 76162, 76162, 76162, -113642, 50, 0.15200047642772074, 11523
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.7_disagreement_19194.json, config_venus_chunks_100.json, intervals8.json, 2, 64225, 20369, 20368, 20368, -15850, 50, 0.000000009126886115970363, 7586
